SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
40,3,6,1,0,Alabama,Alabama,5024356,5031362,5049846,5074296,7006,18484,24450,13867,57112,58280,15165,69056,66870,-1298,-11944,-8590,127,1805,4597,9042,27704,28609,9169,29509,33206,-865,919,-166,127918,131155,134475,141319,11.3303882,11.5130744,13.6999455,13.2100083,-2.3695573,-1.6969339,0.35809201,0.90812634,5.49616673,5.65163942,5.85425874,6.55976576
50,3,6,1,1,Alabama,Autauga County,58802,58902,59210,59759,100,308,549,162,694,709,177,682,673,-15,12,36,0,15,27,99,240,508,99,255,535,16,41,-22,478,478,478,478,11.7515578,11.9190714,11.5483609,11.3138717,0.20319697,0.60519967,0.25399621,0.45389976,4.06393931,8.54003984,4.31793552,8.9939396
50,3,6,1,3,Alabama,Baldwin County,231761,233219,239361,246435,1458,6142,7074,560,2367,2411,593,3044,2909,-33,-677,-498,11,105,315,1592,6969,6982,1603,7074,7297,-112,-255,275,3546,3450,3360,3369,10.0173516,9.92597716,12.8824749,11.9762205,-2.8651234,-2.0502433,0.44436921,1.29684065,29.4934191,28.7445759,29.9377883,30.0414166
50,3,6,1,5,Alabama,Barbour County,25224,24960,24539,24706,-264,-421,167,60,276,277,93,383,372,-33,-107,-95,0,0,4,-195,-308,243,-195,-308,247,-36,-6,15,2716,2475,2244,2701,11.1517404,11.2498731,15.4750601,15.1081328,-4.3233197,-3.8582597,0,0.16245304,-12.444696,9.86902224,-12.444696,10.0314753
50,3,6,1,7,Alabama,Bibb County,22300,22183,22370,22005,-117,187,-365,56,244,248,55,318,321,1,-74,-73,0,1,2,-107,259,-301,-107,260,-299,-11,1,7,2147,2063,2002,2033,10.9532467,11.1774648,14.275133,14.4676056,-3.3218863,-3.2901408,0.04489036,0.09014085,11.626602,-13.566197,11.6714924,-13.476056
50,3,6,1,9,Alabama,Blount County,59130,59102,59085,59512,-28,-17,427,137,656,674,201,865,844,-64,-209,-170,1,9,14,21,140,592,22,149,606,14,43,-9,616,616,616,616,11.1010517,11.3662234,14.6378197,14.233075,-3.536768,-2.8668516,0.15230101,0.23609366,2.36912689,9.98338912,2.52142791,10.2194828
50,3,6,1,11,Alabama,Bullock County,10362,10296,10280,10202,-66,-16,-78,24,110,112,40,150,149,-16,-40,-37,0,1,1,-44,18,-39,-44,19,-38,-6,5,-3,1706,1696,1704,1702,10.6920684,10.936432,14.5800933,14.5493604,-3.8880249,-3.6129284,0.09720062,0.09764671,1.7496112,-3.8082219,1.84681182,-3.7105751
50,3,6,1,13,Alabama,Butler County,19055,19031,18855,18650,-24,-176,-205,47,219,222,88,331,317,-41,-112,-95,0,5,11,15,-75,-116,15,-70,-105,2,6,-5,288,288,288,288,11.5609988,11.8384215,17.4734731,16.9044127,-5.9124743,-5.0659912,0.26394974,0.58658845,-3.9592462,-6.1858419,-3.6952964,-5.5992534
50,3,6,1,15,Alabama,Calhoun County,116444,116239,115677,115788,-205,-562,111,305,1276,1303,396,1868,1832,-91,-592,-529,0,12,35,-119,-68,637,-119,-56,672,5,86,-32,5631,5554,5410,5752,11.0039842,11.2587216,16.1092809,15.8296071,-5.1052967,-4.5708854,0.10348574,0.30242153,-0.5864192,5.50407189,-0.4829335,5.80649342
50,3,6,1,17,Alabama,Chambers County,34774,34645,34446,34088,-129,-199,-358,87,381,391,169,612,589,-82,-231,-198,2,22,53,-54,-10,-208,-52,12,-155,5,20,-5,860,856,848,850,11.0289329,11.4103948,17.7157662,17.1885488,-6.6868333,-5.7781539,0.63684127,1.54667756,-0.2894733,-6.0699799,0.34736796,-4.5233023
50,3,6,1,19,Alabama,Cherokee County,24979,24972,25026,25302,-7,54,276,62,239,248,124,476,471,-62,-237,-223,0,7,14,58,284,478,58,291,492,-3,0,7,278,278,278,278,9.56038242,9.85534891,19.0407616,18.7172151,-9.4803792,-8.8618662,0.2800112,0.55635034,11.3604544,18.9953902,11.6404656,19.5517406
50,3,6,1,21,Alabama,Chilton County,45009,45051,45259,45884,42,208,625,147,546,562,144,666,641,3,-120,-79,1,20,36,26,290,659,27,310,695,12,18,9,388,388,388,388,12.0916842,12.3322691,14.7491972,14.0658087,-2.657513,-1.7335396,0.44291884,0.78996741,6.42232311,14.4607924,6.86524194,15.2507598
50,3,6,1,23,Alabama,Choctaw County,12663,12619,12549,12439,-44,-70,-110,33,136,137,53,203,200,-20,-67,-63,0,1,0,-23,-12,-41,-23,-11,-41,-1,8,-6,66,66,66,66,10.8073744,10.9652633,16.1315957,16.0076837,-5.3242212,-5.0424204,0.07946599,0,-0.9535919,-3.2815752,-0.8741259,-3.2815752
50,3,6,1,25,Alabama,Clarke County,23087,22981,22715,22515,-106,-266,-200,57,282,285,101,436,423,-44,-154,-138,0,0,1,-57,-120,-57,-57,-120,-56,-5,8,-6,366,366,366,366,12.342437,12.6022551,19.0826331,18.7043997,-6.7401961,-6.1021446,0,0.04421844,-5.2521008,-2.520451,-5.2521008,-2.4762326
50,3,6,1,27,Alabama,Clay County,14237,14211,14190,14198,-26,-21,8,33,153,156,39,257,244,-6,-104,-88,0,-1,-3,-20,77,104,-20,76,101,0,7,-5,259,259,258,259,10.7742685,10.9905594,18.0979543,17.1903621,-7.3236858,-6.1998027,-0.0704201,-0.2113569,5.42234428,7.32703959,5.35192423,7.11568268
50,3,6,1,29,Alabama,Cleburne County,15057,15063,15148,15346,6,85,198,37,168,172,48,259,251,-11,-91,-79,0,0,0,14,174,268,14,174,268,3,2,9,173,173,173,173,11.1217768,11.2809077,17.1460726,16.4622549,-6.0242958,-5.1813472,0,0,11.5189832,17.5772283,11.5189832,17.5772283
50,3,6,1,31,Alabama,Coffee County,53460,53547,54171,54805,87,624,634,159,678,685,176,722,704,-17,-44,-19,1,26,70,93,628,586,94,654,656,10,14,-3,769,714,696,704,12.5884253,12.5715754,13.4053733,12.920276,-0.816948,-0.3487006,0.48274197,1.28468654,11.6600754,10.7546616,12.1428174,12.0393481
50,3,6,1,33,Alabama,Colbert County,57232,57299,57619,58033,67,320,414,166,636,647,176,880,858,-10,-244,-211,2,10,23,67,540,595,69,550,618,8,14,7,406,406,406,406,11.0687621,11.1887386,15.3152683,14.8376163,-4.2465062,-3.6488777,0.17403714,0.39774496,9.39800553,10.2894892,9.57204267,10.6872341
50,3,6,1,35,Alabama,Conecuh County,11597,11553,11320,11206,-44,-233,-114,29,123,122,45,234,228,-16,-111,-106,0,0,0,-28,-122,-4,-28,-122,-4,0,0,-4,128,128,128,128,10.7550387,10.8319276,20.4608053,20.2432744,-9.7057666,-9.4113469,0,0,-10.667599,-0.3551452,-10.667599,-0.3551452
50,3,6,1,37,Alabama,Coosa County,10382,10341,10366,10166,-41,25,-200,27,89,89,29,192,184,-2,-103,-95,0,-1,-4,-32,131,-107,-32,130,-111,-7,-2,6,314,267,242,148,8.59612691,8.66939412,18.5444536,17.9232418,-9.9483267,-9.2538477,-0.0965857,-0.3896357,12.6527261,-10.422755,12.5561404,-10.81239
50,3,6,1,39,Alabama,Covington County,37567,37507,37542,37602,-60,35,60,88,425,431,158,709,702,-70,-284,-271,0,1,2,3,307,336,3,308,338,7,11,-7,780,780,780,780,11.3259337,11.4713084,18.8943224,18.6841265,-7.5683887,-7.2128181,0.02664926,0.05323113,8.18132154,8.94282977,8.20797079,8.9960609
50,3,6,1,41,Alabama,Crenshaw County,13197,13165,13056,13025,-32,-109,-31,41,152,156,61,261,251,-20,-109,-95,1,6,14,-13,-15,56,-12,-9,70,0,9,-6,154,154,153,152,11.5937607,11.9627315,19.9077076,19.2477282,-8.3139468,-7.2849967,0.45764845,1.07357847,-1.1441211,4.29431387,-0.6864727,5.36789234
50,3,6,1,43,Alabama,Cullman County,87857,88131,89618,90665,274,1487,1047,252,980,1005,254,1341,1273,-2,-361,-268,0,-6,-14,286,1908,1301,286,1902,1287,-10,-54,28,1268,1250,1250,1250,11.026785,11.1491377,15.0886925,14.1222411,-4.0619075,-2.9731034,-0.0675109,-0.1553114,21.4684752,14.4328639,21.4009643,14.2775525
50,3,6,1,45,Alabama,Dale County,49319,49253,49412,49544,-66,159,132,149,673,686,138,676,694,11,-3,-8,1,8,48,-81,117,112,-80,125,160,3,37,-20,755,755,755,755,13.6421223,13.864748,13.7029342,14.026436,-0.0608118,-0.161688,0.1621649,0.97012814,2.37166168,2.26363232,2.53382658,3.23376046
50,3,6,1,47,Alabama,Dallas County,38463,38174,37565,36767,-289,-609,-798,101,447,455,161,650,653,-60,-203,-198,1,10,21,-207,-417,-632,-206,-407,-611,-23,1,11,480,480,480,480,11.8036943,12.2423721,17.1642087,17.5698219,-5.3605144,-5.3274498,0.26406475,0.56503256,-11.0115,-17.004789,-10.747435,-16.439757
50,3,6,1,49,Alabama,DeKalb County,71611,71648,71829,71998,37,181,169,188,801,819,222,1112,1081,-34,-311,-262,4,35,98,47,419,364,51,454,462,20,38,-31,846,846,846,846,11.1655527,11.3886822,15.5007423,15.0319481,-4.3351896,-3.6432659,0.48788308,1.3627483,5.84065739,5.06163655,6.32854046,6.42438485
50,3,6,1,51,Alabama,Elmore County,87974,87853,88737,89563,-121,884,826,213,903,925,247,1097,1048,-34,-194,-123,0,16,24,-84,1048,930,-84,1064,954,-3,14,-5,5794,5535,5294,5603,10.2270797,10.3757712,12.4242596,11.7554683,-2.1971799,-1.3796971,0.18121071,0.2692092,11.8693018,10.4318564,12.0505125,10.7010656
50,3,6,1,53,Alabama,Escambia County,36767,36680,36658,36666,-87,-22,8,93,427,440,134,640,636,-41,-213,-196,0,0,1,-49,171,209,-49,171,210,3,20,-6,2066,2066,2066,2066,11.6447135,12.0015275,17.4534348,17.3476624,-5.8087213,-5.346135,0,0.0272762,4.66333961,5.70072555,4.66333961,5.72800175
50,3,6,1,55,Alabama,Etowah County,103441,103447,103139,103088,6,-308,-51,289,1140,1162,365,1790,1763,-76,-650,-601,0,19,57,55,252,524,55,271,581,27,71,-31,1592,1565,1533,1570,11.0365659,11.2691355,17.3293447,17.0976642,-6.2927788,-5.8285288,0.18394276,0.55278892,2.43966193,5.08177882,2.6236047,5.63456773
50,3,6,1,57,Alabama,Fayette County,16326,16330,16155,16118,4,-175,-37,42,175,179,53,286,295,-11,-111,-116,0,0,0,13,-72,84,13,-72,84,2,8,-5,301,301,301,301,10.7742035,11.092864,17.6081268,18.2815356,-6.8339233,-7.1886716,0,0,-4.4328151,5.20558981,-4.4328151,5.20558981
50,3,6,1,59,Alabama,Franklin County,32113,32075,31996,31932,-38,-79,-64,97,397,407,109,495,480,-12,-98,-73,1,33,73,-32,-39,-48,-31,-6,25,5,25,-16,422,422,422,422,12.3925021,12.7330747,15.4516084,15.016894,-3.0591063,-2.2838193,1.03010722,2.2838193,-1.2173994,-1.5016894,-0.1872922,0.7821299
50,3,6,1,61,Alabama,Geneva County,26660,26696,26667,26783,36,-29,116,69,285,287,96,496,505,-27,-211,-218,0,6,8,62,164,328,62,170,336,1,12,-2,270,270,270,269,10.6815584,10.7390084,18.5896595,18.8961646,-7.9081011,-8.1571562,0.22487491,0.29934518,6.14658096,12.2731525,6.37145588,12.5724977
50,3,6,1,63,Alabama,Greene County,7734,7702,7592,7422,-32,-110,-170,28,101,99,36,166,158,-8,-65,-59,0,0,0,-21,-49,-113,-21,-49,-113,-3,4,2,60,60,59,59,13.2077939,13.1876915,21.7078593,21.0470228,-8.5000654,-7.8593313,0,0,-6.4077416,-15.052618,-6.4077416,-15.052618
50,3,6,1,65,Alabama,Hale County,14786,14768,14737,14595,-18,-31,-142,45,193,196,73,264,262,-28,-71,-66,0,1,5,7,30,-75,7,31,-70,3,9,-6,182,182,182,182,13.0825284,13.3642438,17.895272,17.8644484,-4.8127436,-4.5002046,0.06778512,0.34092459,2.03355364,-5.1138688,2.10133876,-4.7729442
50,3,6,1,67,Alabama,Henry County,17148,17175,17434,17655,27,259,221,40,163,167,63,284,279,-23,-121,-112,0,0,0,50,392,334,50,392,334,0,-12,-1,141,141,141,141,9.41951516,9.51865257,16.411916,15.9024196,-6.9924008,-6.383767,0,0,22.6530671,19.0373051,22.6530671,19.0373051
50,3,6,1,69,Alabama,Houston County,107204,107286,107453,108079,82,167,626,312,1314,1338,311,1613,1530,1,-299,-192,0,21,60,54,388,772,54,409,832,27,57,-14,817,817,817,817,12.2381123,12.4157898,15.0228883,14.1974278,-2.7847759,-1.781638,0.19558627,0.55676187,3.61368918,7.16366943,3.80927545,7.7204313
50,3,6,1,71,Alabama,Jackson County,52582,52545,52694,52891,-37,149,197,127,528,542,201,989,952,-74,-461,-410,0,12,29,25,592,571,25,604,600,12,6,7,603,603,603,603,10.0343029,10.2666098,18.7953135,18.0328645,-8.7610107,-7.7662547,0.22805234,0.54932045,11.250582,10.8159303,11.4786343,11.3652507
50,3,6,1,73,Alabama,Jefferson County,674355,674675,669997,665409,320,-4678,-4588,1919,7883,8052,2019,9111,8660,-100,-1228,-608,23,266,675,295,-4025,-4466,318,-3759,-3791,102,309,-189,17037,18232,19339,20487,11.7247924,12.0592539,13.5512601,12.9698384,-1.8264677,-0.9105845,0.39563552,1.01092851,-5.98659,-6.6886026,-5.5909545,-5.6776741
50,3,6,1,75,Alabama,Lamar County,13976,13956,13740,13705,-20,-216,-35,29,156,159,51,250,239,-22,-94,-80,0,0,0,-1,-122,51,-1,-122,51,3,0,-6,149,149,149,149,11.2651646,11.58681,18.0531485,17.4166515,-6.7879838,-5.8298415,0,0,-8.8099365,3.71652396,-8.8099365,3.71652396
50,3,6,1,77,Alabama,Lauderdale County,93565,94025,94862,95878,460,837,1016,220,894,917,301,1383,1319,-81,-489,-402,1,32,68,594,1306,1333,595,1338,1401,-54,-12,17,3053,3415,3752,4147,9.46597701,9.61518297,14.6436758,13.830345,-5.1776988,-4.215162,0.33882692,0.71301248,13.8283736,13.9771417,14.1672005,14.6901541
50,3,6,1,79,Alabama,Lawrence County,33077,33089,33123,33214,12,34,91,76,362,373,113,549,556,-37,-187,-183,0,0,-1,43,207,275,43,207,274,6,14,0,220,220,220,220,10.9345738,11.2456095,16.5830967,16.7628925,-5.6485229,-5.517283,0,-0.0301491,6.25264303,8.29099899,6.25264303,8.2608499
50,3,6,1,81,Alabama,Lee County,174244,174742,177655,180773,498,2913,3118,460,1850,1886,325,1394,1372,135,456,514,20,182,481,301,2253,2127,321,2435,2608,42,22,-4,5373,5363,5364,5334,10.4995218,10.5237314,7.9115316,7.6556519,2.58799025,2.8680795,1.03292593,2.6839421,12.786715,11.8684924,13.8196409,14.5524345
50,3,6,1,83,Alabama,Limestone County,103563,104190,107381,110900,627,3191,3519,289,1144,1168,215,1142,1123,74,2,45,2,19,44,565,3285,3281,567,3304,3325,-14,-115,149,3113,2857,2625,3082,10.8143366,10.7018018,10.7954304,10.2894892,0.01890618,0.41231257,0.17960874,0.40315007,31.0534052,30.0621676,31.233014,30.4653176
50,3,6,1,85,Alabama,Lowndes County,10310,10273,9926,9777,-37,-347,-149,32,124,126,62,188,181,-30,-64,-55,0,0,0,-8,-274,-93,-8,-274,-93,1,-9,-1,183,183,183,183,12.2778355,12.7899305,18.6147829,18.3728366,-6.3369474,-5.5829062,0,0,-27.130056,-9.4401868,-27.130056,-9.4401868
50,3,6,1,87,Alabama,Macon County,19534,19473,18906,18516,-61,-567,-390,29,183,182,78,292,290,-49,-109,-108,0,1,0,-14,-438,-283,-14,-437,-283,2,-21,1,2073,2071,2003,2057,9.53646525,9.72689862,15.2166549,15.4989044,-5.6801897,-5.7720058,0.05211183,0,-22.824982,-15.124793,-22.772871,-15.124793
50,3,6,1,89,Alabama,Madison County,388160,390502,396593,403565,2342,6091,6972,1076,4283,4365,838,4161,3931,238,122,434,9,212,579,2242,5801,5808,2251,6013,6387,-147,-44,151,9770,10180,10383,11124,10.8830573,10.9103452,10.5730566,9.82555945,0.3100007,1.08478575,0.53868974,1.44721418,14.7402791,14.5171329,15.2789689,15.964347
50,3,6,1,91,Alabama,Marengo County,19324,19266,18961,18745,-58,-305,-216,56,230,232,88,357,351,-32,-127,-119,0,0,0,-27,-180,-89,-27,-180,-89,1,2,-8,238,238,238,238,12.0333795,12.3057338,18.6778978,18.6177266,-6.6445183,-6.3119928,0,0,-9.4174275,-4.7207341,-9.4174275,-4.7207341
50,3,6,1,93,Alabama,Marion County,29341,29166,29006,29156,-175,-160,150,98,311,322,146,545,535,-48,-234,-213,0,12,24,-111,41,337,-111,53,361,-16,21,2,778,643,545,723,10.6924293,11.0725216,18.737537,18.3968914,-8.0451076,-7.3243699,0.41256962,0.82528111,1.40961287,11.5883223,1.82218249,12.4136034
50,3,6,1,95,Alabama,Marshall County,97611,97696,98316,99423,85,620,1107,340,1456,1493,315,1462,1413,25,-6,80,4,46,107,27,531,921,31,577,1028,29,49,-1,965,965,965,1022,14.8562333,15.1007136,14.917454,14.2915662,-0.0612207,0.80914741,0.46935902,1.08223466,5.41803563,9.31530957,5.88739465,10.3975442
50,3,6,1,97,Alabama,Mobile County,414812,414353,413017,411411,-459,-1336,-1606,1288,5138,5243,1339,5755,5477,-51,-617,-234,11,125,304,-474,-1114,-1517,-463,-989,-1213,55,270,-159,7758,7570,7387,7700,12.4200781,12.7191216,13.9115511,13.2867879,-1.491473,-0.5676663,0.30216227,0.73748102,-2.6928702,-3.6801273,-2.3907079,-2.9426463
50,3,6,1,99,Alabama,Monroe County,19770,19704,19557,19404,-66,-147,-153,41,214,227,82,354,350,-41,-140,-123,0,0,0,-26,-20,-21,-26,-20,-21,1,13,-9,190,190,190,190,10.9014034,11.6526783,18.0331627,17.9666846,-7.1317593,-6.3140063,0,0,-1.0188228,-1.0780011,-1.0188228,-1.0780011
50,3,6,1,101,Alabama,Montgomery County,228948,228322,226953,226361,-626,-1369,-592,782,3062,3121,713,2864,2782,69,198,339,7,130,354,-670,-1752,-1215,-663,-1622,-861,-32,55,-70,8393,8206,8001,8555,13.4512108,13.7697049,12.5814068,12.2740529,0.86980396,1.49565202,0.57108341,1.56183131,-7.6964472,-5.3605227,-7.1253638,-3.7986914
50,3,6,1,103,Alabama,Morgan County,123421,123288,123403,124211,-133,115,808,343,1416,1445,382,1772,1684,-39,-356,-239,1,18,27,-99,366,1032,-98,384,1059,4,87,-12,2286,2106,1950,2140,11.4799486,11.6713918,14.3661504,13.6018157,-2.8862018,-1.930424,0.14593155,0.21808137,2.96727485,8.33555453,3.1132064,8.5536359
50,3,6,1,105,Alabama,Perry County,8515,8458,8317,8035,-57,-141,-282,30,98,98,31,176,173,-1,-78,-75,0,0,0,-50,-65,-219,-50,-65,-219,-6,2,12,543,535,522,455,11.6840537,11.9863014,20.9836066,21.1594912,-9.2995529,-9.1731898,0,0,-7.7496274,-26.785714,-7.7496274,-26.785714
50,3,6,1,107,Alabama,Pickens County,19124,18922,18615,18697,-202,-307,82,33,176,177,79,348,342,-46,-172,-165,0,3,11,-133,-141,223,-133,-138,234,-23,3,13,1771,1627,1578,1907,9.37741428,9.48756432,18.5417055,18.3319039,-9.1642912,-8.8443396,0.15984229,0.58962264,-7.5125876,11.953259,-7.3527453,12.5428816
50,3,6,1,109,Alabama,Pike County,33008,32906,32740,33014,-102,-166,274,89,349,355,101,457,437,-12,-108,-82,2,26,74,-87,-102,280,-85,-76,354,-5,18,2,2145,2072,1967,2120,10.632788,10.7978222,13.9231636,13.291967,-3.2903757,-2.4941448,0.79212747,2.25081364,-3.107577,8.51659215,-2.3154495,10.7674058
50,3,6,1,111,Alabama,Randolph County,21970,22092,22199,22479,122,107,280,63,254,259,84,368,359,-21,-114,-100,0,1,1,160,219,372,160,220,373,-17,1,7,413,501,587,591,11.4695988,11.5940731,16.6173715,16.0705493,-5.1477727,-4.4764761,0.0451559,0.04476476,9.88914226,16.6524912,9.93429816,16.6972559
50,3,6,1,113,Alabama,Russell County,59187,59259,58668,58555,72,-591,-113,184,775,796,167,828,808,17,-53,-12,8,8,27,33,-555,-105,41,-547,-78,14,9,-23,529,529,529,529,13.1437245,13.5809525,14.0425857,13.7856905,-0.8988612,-0.204738,0.13567716,0.46066045,-9.4126027,-1.7914573,-9.2769256,-1.3307969
50,3,6,1,115,Alabama,St. Clair County,91471,91652,92903,93932,181,1251,1029,233,988,1004,265,1317,1275,-32,-329,-271,0,8,18,204,1592,1263,204,1600,1281,9,-20,19,2106,2024,1967,2029,10.7068354,10.747451,14.2721682,13.6484063,-3.5653328,-2.9009554,0.08669502,0.19268338,17.2523096,13.5199508,17.3390046,13.7126341
50,3,6,1,117,Alabama,Shelby County,223034,223881,227428,230115,847,3547,2687,537,2233,2284,446,1903,1881,91,330,403,8,137,330,740,3064,2026,748,3201,2356,8,16,-72,3256,3223,3213,3303,9.89565907,9.98376109,8.4332464,8.22217802,1.46241267,1.76158306,0.60712284,1.44248737,13.5782801,8.85599823,14.1854029,10.2984856
50,3,6,1,119,Alabama,Sumter County,12348,12196,11961,11853,-152,-235,-108,28,130,135,59,185,186,-31,-55,-51,0,6,12,-103,-180,-65,-103,-174,-53,-18,-6,-4,1080,989,878,951,10.7629259,11.3378685,15.3164714,15.6210632,-4.5535456,-4.2831948,0.49675042,1.00781053,-14.902513,-5.4589737,-14.405762,-4.4511632
50,3,6,1,121,Alabama,Talladega County,82152,81428,80483,80704,-724,-945,221,219,888,902,264,1284,1309,-45,-396,-407,0,15,44,-587,-582,574,-587,-567,618,-92,18,10,3242,2525,2051,2347,10.9689891,11.1919696,15.8605654,16.2420046,-4.8915762,-5.0500351,0.18528698,0.54594974,-7.1891348,7.12216246,-7.0038478,7.66811219
50,3,6,1,123,Alabama,Tallapoosa County,41316,41286,41132,40977,-30,-154,-155,103,404,411,146,695,686,-43,-291,-275,0,4,5,6,116,125,6,120,130,7,17,-10,682,682,682,682,9.80368366,10.0110828,16.8652479,16.7094959,-7.0615642,-6.6984131,0.09706617,0.12178933,2.81491907,3.04473322,2.91198525,3.16652255
50,3,6,1,125,Alabama,Tuscaloosa County,227041,231534,235668,236780,4493,4134,1112,611,2479,2522,516,2321,2289,95,158,233,4,129,323,5067,3946,654,5071,4075,977,-673,-99,-98,11132,15443,19637,20385,10.6121121,10.6763072,9.93574514,9.6899553,0.67636697,0.98635194,0.55222366,1.36734625,16.892051,2.76855866,17.4442746,4.1359049
50,3,6,1,127,Alabama,Walker County,65342,65132,64629,64339,-210,-503,-290,165,729,747,309,1352,1282,-144,-623,-535,1,18,38,-74,55,229,-73,73,267,7,47,-22,1077,1077,1075,1076,11.2360416,11.584269,20.8383104,19.8809007,-9.6022688,-8.2966317,0.27743313,0.58929347,0.84771233,3.55126853,1.12514546,4.140562
50,3,6,1,129,Alabama,Washington County,15388,15327,15234,15122,-61,-93,-112,48,184,188,52,220,224,-4,-36,-36,0,1,0,-52,-65,-75,-52,-64,-75,-5,7,-1,125,125,125,125,12.0414908,12.3863487,14.3974346,14.7582027,-2.3559439,-2.371854,0.06544288,0,-4.2537875,-4.9413625,-4.1883446,-4.9413625
50,3,6,1,131,Alabama,Wilcox County,10601,10432,10331,10059,-169,-101,-272,28,123,122,50,174,177,-22,-51,-55,0,4,9,-125,-56,-233,-125,-52,-224,-22,2,7,229,124,124,124,11.8479988,11.9666503,16.7605837,17.3614517,-4.9125849,-5.3948014,0.38530078,0.88278568,-5.3942109,-22.85434,-5.0089101,-21.971555
50,3,6,1,133,Alabama,Winston County,23544,23488,23672,23755,-56,184,83,56,219,225,100,402,407,-44,-183,-182,0,8,18,-15,362,247,-15,370,265,3,-3,0,343,343,343,343,9.28753181,9.48826618,17.0483461,17.1632193,-7.7608142,-7.6749531,0.33927057,0.75906129,15.3519932,10.4160078,15.6912638,11.1750691
40,4,9,2,0,Alaska,Alaska,733378,732923,734182,733583,-455,1259,-599,2406,9461,9488,1163,5364,6396,1243,4097,3092,58,877,2371,-1716,-3570,-6126,-1658,-2693,-3755,-40,-145,64,30290,30264,29973,30058,12.897509,12.9285001,7.31236006,8.71529162,5.58514898,4.21320852,1.19555178,3.23076242,-4.8667273,-8.3473853,-3.6711755,-5.1166229
50,4,9,2,13,Alaska,Aleutians East Borough,3419,3425,3424,3398,6,-1,-26,6,18,19,2,11,11,4,7,8,0,16,46,0,-25,-81,0,-9,-35,2,1,1,2216,2216,2216,2216,5.25624179,5.57021401,3.21214776,3.22486074,2.04409403,2.34535327,4.67221492,13.4857813,-7.3003358,-23.746702,-2.6281209,-10.260921
50,4,9,2,16,Alaska,Aleutians West Census Area,5232,5222,5155,5122,-10,-67,-33,12,34,34,4,23,20,8,11,14,0,65,175,-17,-138,-228,-17,-73,-53,-1,-5,6,2937,2937,2937,2937,6.55295365,6.61671694,4.43288041,3.89218644,2.12007324,2.72453051,12.5277055,34.0566313,-26.597282,-44.370925,-14.069577,-10.314294
50,4,9,2,20,Alaska,Anchorage Municipality,291244,290866,288702,287145,-378,-2164,-1557,966,3766,3769,479,2188,2625,487,1578,1144,44,527,1345,-905,-4233,-4039,-861,-3706,-2694,-4,-36,-7,9077,9064,8958,8972,12.9958866,13.0902827,7.55045137,9.11700504,5.44543522,3.97327762,1.81859592,4.67137972,-14.607432,-14.028032,-12.788836,-9.356652
50,4,9,2,50,Alaska,Bethel Census Area,18670,18673,18599,18257,3,-74,-342,109,395,394,31,158,173,78,237,221,0,2,6,-73,-307,-584,-73,-305,-578,-2,-6,15,463,462,473,480,21.1955355,21.3805079,8.47821421,9.387888,12.7173213,11.9926199,0.10731917,0.32559149,-16.473492,-31.690905,-16.366173,-31.365314
50,4,9,2,60,Alaska,Bristol Bay Borough,843,829,841,865,-14,12,24,2,6,6,2,6,8,0,0,-2,0,3,4,-13,10,20,-13,13,24,-1,-1,2,27,26,25,27,7.18562874,7.03399766,7.18562874,9.37866354,0,-2.3446659,3.59281437,4.68933177,11.9760479,23.4466589,15.5688623,28.1359906
50,4,9,2,63,Alaska,Chugach Census Area,7097,7077,6943,6874,-20,-134,-69,17,68,72,6,44,54,11,24,18,0,8,21,-29,-159,-112,-29,-151,-91,-2,-7,4,269,270,269,269,9.70042796,10.421944,6.2767475,7.81645799,3.42368046,2.605486,1.14122682,3.03973366,-22.681883,-16.211913,-21.540656,-13.172179
50,4,9,2,66,Alaska,Copper River Census Area,2618,2616,2611,2589,-2,-5,-22,4,20,18,5,38,42,-1,-18,-24,0,-1,-1,-1,12,4,-1,11,3,0,2,-1,25,24,25,25,7.65257318,6.92307692,14.539889,16.1538462,-6.8873159,-9.2307692,-0.3826287,-0.3846154,4.59154391,1.53846154,4.20891525,1.15384615
50,4,9,2,68,Alaska,Denali Borough,1624,1614,1594,1585,-10,-20,-9,3,15,15,0,6,5,3,9,10,0,9,20,-12,-35,-40,-12,-26,-20,-1,-3,1,23,23,23,23,9.35162095,9.43692985,3.74064838,3.14564328,5.61097257,6.29128657,5.61097257,12.5825731,-21.820449,-25.165146,-16.209476,-12.582573
